date,close
2021-04-29,189.11
2021-04-30,193.65
2021-05-06,191.34
2021-05-07,182.05
2021-05-10,182.56
2021-05-11,181.67
2021-05-12,178.84
2021-05-13,173.06
2021-05-14,177.45
2021-05-17,185.33
2021-05-18,183.06
2021-05-19,186.36
2021-05-20,187.86
2021-05-21,186.65
2021-05-24,193.54
2021-05-25,197.74
2021-05-26,192.13
2021-05-27,191.34
2021-05-28,205.56
2021-05-31,219.17
2021-06-01,214.3
2021-06-02,213.84
2021-06-03,208.44
2021-06-04,218.12
2021-06-07,204.39
2021-06-08,205.55
2021-06-09,205.43
2021-06-10,219.46
2021-06-11,229.1
2021-06-15,225.23
2021-06-16,211.44
2021-06-17,219.4
2021-06-18,228.0
2021-06-21,229.56
2021-06-22,228.13
2021-06-23,238.25
2021-06-24,237.61
2021-06-25,242.58
2021-06-28,252.39
2021-06-29,260.51
2021-06-30,275.11
2021-07-01,272.17
2021-07-02,266.66
2021-07-05,266.62
2021-07-06,264.38
2021-07-07,279.53
2021-07-08,288.78
2021-07-09,281.4
2021-07-12,292.46
2021-07-13,290.92
2021-07-14,284.45
2021-07-15,293.69
2021-07-16,273.14
2021-07-19,268.97
2021-07-20,271.49
2021-07-21,286.9
2021-07-22,287.63
2021-07-23,282.03
2021-07-26,278.01
2021-07-27,253.14
2021-07-28,269.83
2021-07-29,287.47
2021-07-30,283.91
2021-08-02,284.8
2021-08-03,273.14
2021-08-04,294.25
2021-08-05,287.58
2021-08-06,280.29
2021-08-09,264.8
2021-08-10,261.75
2021-08-11,265.5
2021-08-12,257.03
2021-08-13,257.05
2021-08-16,243.14
2021-08-17,244.8
2021-08-18,253.14
2021-08-19,257.58
2021-08-20,252.64
2021-08-23,268.08
2021-08-24,268.69
2021-08-25,272.71
2021-08-26,267.58
2021-08-27,260.08
2021-08-30,258.83
2021-08-31,253.06
2021-09-01,249.64
2021-09-02,252.3
2021-09-03,248.41
2021-09-06,264.86
2021-09-07,263.7
2021-09-08,257.58
2021-09-09,259.91
2021-09-10,257.08
2021-09-13,257.47
2021-09-14,272.53
2021-09-15,270.0
2021-09-16,254.8
2021-09-17,257.58
2021-09-22,252.2
2021-09-23,252.02
2021-09-24,255.9
2021-09-27,263.41
2021-09-28,256.15
2021-09-29,257.31
2021-09-30,270.21
2021-10-08,274.8
2021-10-11,267.58
2021-10-12,258.69
2021-10-13,268.28
2021-10-14,273.86
2021-10-15,294.25
2021-10-18,308.7
2021-10-19,306.25
2021-10-20,305.64
2021-10-21,309.25
2021-10-22,312.25
2021-10-25,317.45
2021-10-26,310.35
2021-10-27,319.83
2021-10-28,315.47
2021-10-29,333.26
2021-11-01,339.25
2021-11-02,343.69
2021-11-03,333.69
2021-11-04,337.5
2021-11-05,330.41
2021-11-08,345.25
2021-11-09,346.63
2021-11-10,338.14
2021-11-11,342.5
