date,close
2018-01-02,419.05
2018-01-03,431.06
2018-01-04,452.27
2018-01-05,453.56
2018-01-08,467.33
2018-01-09,497.72
2018-01-10,500.91
2018-01-11,490.01
2018-01-12,503.62
2018-01-15,500.57
2018-01-16,488.14
2018-01-17,463.13
2018-01-18,465.94
2018-01-19,465.38
2018-01-22,488.84
2018-01-23,488.98
2018-01-24,479.66
2018-01-25,484.36
2018-01-26,492.42
2018-01-29,451.52
2018-01-30,457.28
2018-01-31,479.74
2018-02-01,472.93
2018-02-02,455.6
2018-02-05,433.43
2018-02-06,424.06
2018-02-07,398.63
2018-02-08,416.19
2018-02-09,398.63
2018-02-12,412.68
2018-02-13,427.18
2018-02-14,433.65
2018-02-22,457.65
2018-02-23,457.68
2018-02-26,458.71
2018-02-27,453.18
2018-02-28,440.82
2018-03-01,457.17
2018-03-02,451.61
2018-03-05,435.31
2018-03-06,433.46
2018-03-07,425.24
2018-03-08,437.96
2018-03-09,443.4
2018-03-12,439.15
2018-03-13,425.55
2018-03-14,442.08
2018-03-15,461.67
2018-03-16,455.05
2018-03-19,468.68
2018-03-20,462.93
2018-03-21,457.2
2018-03-22,441.28
2018-03-23,426.26
2018-03-26,428.69
2018-03-27,429.94
2018-03-28,397.25
2018-03-29,404.3
2018-03-30,398.82
2018-04-02,395.26
2018-04-03,393.11
2018-04-04,409.21
2018-04-09,413.5
2018-04-10,423.22
2018-04-11,420.56
2018-04-12,409.4
2018-04-13,402.06
2018-04-16,396.58
2018-04-17,381.4
2018-04-18,370.84
2018-04-19,395.16
2018-04-20,385.46
2018-04-23,389.21
2018-04-24,405.08
2018-04-25,406.17
2018-04-26,393.43
2018-04-27,377.73
2018-05-02,383.03
2018-05-03,386.08
2018-05-04,378.07
2018-05-07,413.37
2018-05-08,424.03
2018-05-09,417.15
2018-05-10,429.39
2018-05-11,433.22
2018-05-14,457.61
2018-05-15,458.26
2018-05-16,449.72
2018-05-17,442.58
2018-05-18,454.52
2018-05-21,450.02
2018-05-22,454.77
2018-05-23,438.98
2018-05-24,430.6
2018-05-25,432.06
2018-05-28,455.6
2018-05-29,446.63
2018-05-30,441.07
2018-05-31,466.33
2018-06-01,460.31
2018-06-04,497.17
2018-06-05,503.25
2018-06-06,500.95
2018-06-07,496.17
2018-06-08,493.15
2018-06-11,490.93
2018-06-12,514.39
2018-06-13,505.53
2018-06-14,501.33
2018-06-15,499.53
2018-06-19,464.2
2018-06-20,489.79
2018-06-21,485.52
2018-06-22,492.73
2018-06-25,491.76
2018-06-26,481.0
2018-06-27,448.64
2018-06-28,437.13
2018-06-29,457.66
2018-07-02,437.75
2018-07-03,421.12
2018-07-04,417.11
2018-07-05,428.59
2018-07-06,440.32
2018-07-09,453.44
2018-07-10,451.96
2018-07-11,445.78
2018-07-12,463.74
2018-07-13,473.19
2018-07-16,480.88
2018-07-17,468.63
2018-07-18,463.64
2018-07-19,467.15
